,구분,회사명,특약명,가입조건,판매채널,적용담보(자동차상해 및담보별 확장특약 포함기준),할인율(%)ascdesc
307,마일리지(후정산형)할인,AXA손보,마일리지(후할인) 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 15,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",25
308,마일리지(후정산형)할인,AXA손보,마일리지(후할인) 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 18,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.4
309,마일리지(후정산형)할인,AXA손보,마일리지(후할인) 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 18,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",17.6
310,마일리지(후정산형)할인,AXA손보,마일리지(후할인) 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 23,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",1.6
311,마일리지(후정산형)할인,AXA손보,마일리지(후할인) 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 주행거리 조건 : 23,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",16.1
312,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 1,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,45.4
313,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 2,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,42.3
314,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 3,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,39.2
315,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 4,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,36
316,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 5,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,32.9
317,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 6,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,29.8
318,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 7,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,26.6
319,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 8,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,23.5
320,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 9,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,20.4
321,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 10,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,17.2
322,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 11,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,14.1
323,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 12,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,11
324,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 13,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,7.8
325,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 14,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,4.7
326,마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 15,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,1.6
327,차선이탈경고(방지)장치할인,메리츠화재,차선이탈 경고장치 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고시 자동차 제조업체의 표준 또는 선택장치로서 차선이탈 경고장치 장착② 차령 조건 : 신차③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,9.3
328,차선이탈경고(방지)장치할인,메리츠화재,차선이탈 경고장치 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고시 자동차 제조업체의 표준 또는 선택장치로서 차선이탈 경고장치 장착② 차령 조건 : 1년 이상 ~ 4년 이하③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5.6
329,차선이탈경고(방지)장치할인,메리츠화재,차선이탈 경고장치 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고시 자동차 제조업체의 표준 또는 선택장치로서 차선이탈 경고장치 장착② 차령 조건 : 5년 이상③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,1.7
330,차선이탈경고(방지)장치할인,한화손보,차선이탈 경고장치 장착 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 1년이하③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착된 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",13
331,차선이탈경고(방지)장치할인,한화손보,차선이탈 경고장치 장착 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 2년이상③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착된 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",6
332,차선이탈경고(방지)장치할인,한화손보,차선이탈 경고장치 장착 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 1년이하③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착되지 않은 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",8
333,차선이탈경고(방지)장치할인,한화손보,차선이탈 경고장치 장착 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 2년이상③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착되지 않은 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",1
334,차선이탈경고(방지)장치할인,롯데손보,차선이탈방지장치 장착할인특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선유지지원장치(LKAS) 또는 차선이탈경고장지(LDWS)를 최초 출고시(기본 또는 옵션) 장착② 전 차령③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.6
335,차선이탈경고(방지)장치할인,MG손보,차선이탈방지장치 장착에 관한 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치가 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 전 차령③ 차종 : 전 차종④ 고지방식 : 차량번호판 사진 및 계기판 또는 작동버튼 사진전송단, 사진전송은 기본 부속으로 장착된 차량은 제외",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,3
336,차선이탈경고(방지)장치할인,흥국화재,차선이탈 경고장치 장착 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치(LDWS,LKAS)를 최초 출고시 장착(기본 또는 옵션)한 차량② 차령 조건 : 전 차령③ 차종 조건 : 전 차종",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험,5
337,차선이탈경고(방지)장치할인,흥국화재,차선이탈 경고장치 장착 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치(LDWS,LKAS)를 최초 출고시 장착(기본 또는 옵션)한 차량② 차령 조건 : 전 차령③ 차종 조건 : 전 차종",대면/TM/CM/PM,자차,2
338,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",5.4
339,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼",자차,0.1
340,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",14
341,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼",자차,10.1
342,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",0.1
343,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼",자차,1.8
344,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",8.5
345,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,0.2
346,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",14.1
347,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,10.2
348,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",8.4
349,차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,10.8
350,차선이탈경고(방지)장치할인,현대해상,차선이탈경고(방지)장치할인,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 신차③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.2
351,차선이탈경고(방지)장치할인,현대해상,차선이탈경고(방지)장치할인,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 3년이하③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.3
352,차선이탈경고(방지)장치할인,현대해상,차선이탈경고(방지)장치할인,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 4년이상③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.3
353,차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,7.8
354,차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,6.8
355,차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착되지 않은 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.9
356,차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착되지 않은 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.8
357,차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착되지 않은 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.9
358,차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착되지 않은 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.8
359,차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만34세 이하,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",4
360,차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만35세 ~ 만59세,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",3.5
361,차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만60세 이상,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",1.8
362,차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만34세 이하,대면/TM/CM/플랫폼,자차,1.5
363,차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만35세 ~ 만59세,대면/TM/CM/플랫폼,자차,1.4
364,차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만60세 이상,대면/TM/CM/플랫폼,자차,0.7
365,차선이탈경고(방지)장치할인,AXA손보,차선이탈 경고장치 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 피보험자동차가 차선이탈 경고장치가 장착되어 최초 출고된 차량이고, 해당 장치가 청약일 현재 정상적으로 작동 가능한 상태인 경우② 차령 조건 : 전 차령③ 차종 조건 : 전 차종","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.2
366,차선이탈경고(방지)장치할인,캐롯손해보험,차선이탈 방지장치 장착 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 최초 출고 시 장착된 경우② 차령 조건: 전차령③ 차종 조건: 전차종,CM/PM,대인1/대인2/대물/자손/무보험,5
367,차선이탈경고(방지)장치할인,캐롯손해보험,차선이탈 방지장치 장착 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 최초 출고 시 장착된 경우② 차령 조건: 전차령③ 차종 조건: 전차종,CM/PM,자차,3
368,고령자안전교육이수할인,메리츠화재,시니어 안전운전자 우대 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군 이상으로 합격하거나, ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 1∼3등급인 경우 (단, 온라인으로 실시되는 고령운전자 교통안전교육은 결과지의 인지능력 자가진단 결과가 「수료」등급인 경우에도 가입 가능합니다.)",대면/TM,대인1/대인2/대물/자손/무보험/자차,5
369,고령자안전교육이수할인,메리츠화재,시니어 안전운전자 우대 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 온라인으로 실시되는 고령운전자 교통안전교육을 이수하고, 인지능력 자가진단 결과가 「수료」등급인 경우",대면/TM,대인1/대인2/대물/자손/무보험/자차,3.6
370,고령자안전교육이수할인,한화손보,실버 안전운전자 우대 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입① 기명피보험자가 만 65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군 이상으로 합격하거나, ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 1∼3등급인 경우","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",5
371,고령자안전교육이수할인,한화손보,실버 안전운전자 우대 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입① 기명피보험자가 만 65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 '수료'인 경우,"대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.6
372,고령자안전교육이수할인,롯데손보,시니어(Senior) 교통안전교육이수 할인특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군 이상으로 합격하거나, '인지능력자가진단'결과지의'운전능력검사결과표'종합 판정이 1~3등급인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5
373,고령자안전교육이수할인,롯데손보,시니어(Senior) 교통안전교육이수 할인특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세 이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 '인지능력자가진단'결과지의'운전능력검사결과표'종합 판정이 '수료'인 경우,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.6
374,고령자안전교육이수할인,MG손보,시니어 교통안전교육 이수자 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군이상으로 합격하거나, '인지능력자가진단'결과지의 '운전능력검사표' 종합판정이 1~3등급인 경우",대면/TM,대인1/대인2/대물/자손/무보험/자차,5
